Cyberincidentnum,Dyadpair,StateA,StateB,Name,interactionstartdate,method,targettype,initiator,target,cyber_objective,information_operation,objective_achievement,Concession,damage type,severity,Cyber_escalation,Ddeny/reject-,Dthreat/demand-,Diplo_Negative,Dnegotiate+,Dagreement+,Diplo_Positive,Ereduce-,Ethreat-,Eemb/sanc-,Econ_Negative,Ecoop+,Eease+,Eaid+,Econ_Positive,Mthreat-,Mdisplay-,Musage-,Mil_Negative,Mpromise+,Mcoop+,Mconfid+,Mil_Positive,Conv_descalation,Conv_escalation,
209,365369,Russia,Ukraine,SSUCounteraction,06.01.05,2,3,369,365,1,0,1,0,1,2,0,6,5,2,17,18,2,0,0,2,1,16.4,0,0,1,0,2.8,0.1,2,0,17.4,18.3,2,5,5,
210,365369,Russia,Ukraine,SSUCounteraction,13.03.15,2,3,369,365,1,0,1,0,1,2,0,6,5,2,17,18,2,0,0,2,1,16.4,0,0,1,0,2.8,0.1,2,0,17.4,18.3,2,5,5,
210,365369,Russia,Ukraine,No Cyber,01.12.11,0,0,365,369,0,0,0,0,0,0,0,6,5,2,17,18,2,0,0,0,0,0,0,0,0,0,2.8,0.1,2,0,0,0,0,2,4,
211,365369,Russia,Ukraine,Sandworm/BlackEnery DDoS,24.12.15,2,1,365,369,4,0,1,0,1,5,0,6,5,2,17,18,2,4.4,0,2,2,0,0,0,0,3,0,0.1,2,15.2,0,0,1,3,6,
211,365369,Russia,Ukraine,No Cyber,11.08.14,0,0,369,365,0,0,0,0,0,0,0,6,5,2,0,18,1,4.4,0,2,2,0,0,0,0,0,0,0.1,1,0,0,0,0,1,5,
212,365369,Russia,Ukraine,Sandworm/BlackEnery Sabotage,24.12.15,4,1,365,369,4,0,1,0,1,5,0,6,5,2,17,18,2,4.4,0,2,2,0,0,0,0,3,0,0.1,2,15.2,0,0,1,3,6,
212,365369,Russia,Ukraine,No Cyber,11.08.14,0,0,369,365,0,0,0,0,0,0,0,6,5,2,0,18,1,4.4,0,2,2,0,0,0,0,0,0,0.1,1,0,0,0,0,1,5,
213,365369,Russia,Ukraine,Petya_A,01.03.16,3,1,365,369,2,0,1,0,1,4,0,0,5,1,17,0,1,4.4,0,0,1,0,0,0,0,0,2.8,0.1,2,0,0,0,0,1,4,
213,365369,Russia,Ukraine,No Cyber,15.12.09,0,0,369,365,0,0,0,0,0,0,0,0,0,0,17,0,1,0,0,2,1,0,0,0,0,3,0,0.1,2,0,0,0,0,1,3,
214,365369,Russia,Ukraine,Petya_B,01.03.16,4,1,365,369,3,0,1,0,1,4,0,0,5,1,17,0,1,4.4,0,0,1,0,0,0,0,0,2.8,0.1,2,0,0,0,0,1,4,
214,365369,Russia,Ukraine,No Cyber,15.12.09,0,0,369,365,0,0,0,0,0,0,0,0,0,0,17,0,1,0,0,2,1,0,0,0,0,3,0,0.1,2,0,0,0,0,1,3,
215,365369,Russia,Ukraine,Operation BugDrop,01.06.16,3,1,365,369,3,0,1,0,4,4,0,0,0,0,17,18,2,4.4,0,0,1,0,0,0,0,0,2.8,0.1,2,0,0,0,0,2,3,
215,365369,Russia,Ukraine,Russian banking sector,28.11.16,2,1,369,365,4,0,0,0,1,2,0,6,0,1,17,0,1,0,0,0,0,0,0,0,0,3,2.8,0.1,3,0,0,0,0,1,4,
216,365369,Russia,Ukraine,TeleBots Bank Heist,01.09.16,3,1,365,369,2,0,1,0,2,3,1,6,5,2,17,18,2,0,0,0,0,0,0,17.4,1,0,2.8,0.1,2,15.2,17.4,0,2,5,4,
216,365369,Russia,Ukraine,Russian banking sector,17.02.09,2,1,369,365,4,0,0,0,1,2,1,6,0,1,17,0,1,0,0,0,0,0,0,0,0,3,2.8,0.1,3,0,0,0,0,1,4,
217,365369,Russia,Ukraine,Russian banking sector,28.11.16,2,1,369,365,4,0,0,0,1,2,0,6,0,1,17,0,1,0,0,0,0,0,0,0,0,3,2.8,0.1,3,0,0,0,0,1,4,
217,365369,Russia,Ukraine,No Cyber,03.07.11,0,0,365,369,0,0,0,0,0,0,0,6,5,2,0,18,1,4.4,0,2,2,0,0,0,0,0,0,0.1,1,0,0,0,0,1,5,
218,365369,Russia,Ukraine,Kiev Power outage_A,17.12.16,4,1,365,369,4,0,1,0,1,5,0,6,5,2,17,18,2,0,0,0,0,16.4,0,17.4,2,0,2.8,0.1,2,0,17.4,0,1,5,4,
218,365369,Russia,Ukraine,No Cyber,28.03.09,0,0,369,365,0,0,0,0,0,0,0,6,5,2,0,18,1,4.4,0,2,2,0,0,0,0,0,0,0.1,1,0,0,0,0,1,5,
219,365369,Russia,Ukraine,Kiev Power outage_B,17.12.16,4,1,365,369,4,0,1,0,1,5,0,6,5,2,17,18,2,0,0,0,0,16.4,0,17.4,2,0,2.8,0.1,2,0,17.4,0,1,5,4,
219,365369,Russia,Ukraine,No Cyber,28.03.09,0,0,369,365,0,0,0,0,0,0,0,6,5,2,0,18,1,4.4,0,2,2,0,0,0,0,0,0,0.1,1,0,0,0,0,1,5,
220,365369,Russia,Ukraine,NotPetya_A,27.06.17,4,1,365,369,4,0,1,0,2,5,0,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
220,365369,Russia,Ukraine,,28.06.17,0,0,369,365,0,0,0,0,0,0,0,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,0,3,
221,365369,Russia,Ukraine,Bad Rabbit (Bunny),01.10.17,4,1,365,369,4,0,1,0,1,5,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,1,1,
221,365369,Russia,Ukraine,,02.10.17,0,0,369,365,0,0,0,0,0,0,0,6,0,1,0,18,1,0,0,2,1,0,0,0,0,0,0,0.1,1,0,0,0,0,1,3,
222,365369,Russia,Ukraine,Orthodox Clergy Attack,16.10.17,3,1,365,369,2,1,0,0,1,2,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,1,1,
222,365369,Russia,Ukraine,,17.10.17,0,0,369,365,0,0,0,0,0,0,0,6,0,1,0,18,1,0,0,2,1,0,0,0,0,0,0,0.1,1,0,0,0,0,1,3,
223,365369,Russia,Ukraine,Ukranian biochemical research attack,01.03.18,3,1,365,369,3,0,1,0,1,3,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
223,365369,Russia,Ukraine,,02.03.18,0,0,369,365,0,0,0,0,0,0,0,6,0,1,0,0,0,4.4,0,2,2,0,0,0,0,0,0,0.1,1,0,0,0,0,0,4,
224,365369,Russia,Ukraine,VPNfilter,13.07.18,3,1,365,369,1,0,0,0,1,3,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,1,1,
224,365369,Russia,Ukraine,,14.07.18,0,0,369,365,0,0,0,0,0,0,0,6,0,1,0,18,1,0,0,2,1,0,0,0,0,0,0,0.1,1,0,0,0,0,1,3,
225,365369,Russia,Ukraine,Maritime Pre-attacks,25.10.18,3,3,365,369,2,0,1,0,1,3,0,6,5,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0.1,1,0,0,0,0,0,4,
225,365369,Russia,Ukraine,,26.10.18,0,0,369,365,0,0,0,0,0,0,0,0,5,1,0,18,1,0,0,2,1,0,0,0,0,0,2.8,0.1,1,0,0,0,0,1,3,
226,365369,Russia,Ukraine,Ukrainian Judicial Authority,03.12.18,3,2,365,369,1,1,0,0,1,0,0,6,0,1,0,0,0,4.4,4.2,2,3,0,0,0,0,3,2.8,0.1,3,0,0,0,0,0,7,
226,365369,Russia,Ukraine,,04.12.18,0,0,369,365,0,0,0,0,0,0,0,0,5,1,0,18,1,0,0,2,1,0,0,0,0,3,2.8,0.1,3,0,0,0,0,1,5,
227,365369,Russia,Ukraine,Mil and Gov VBA Attacks,15.10.19,3,2,365,369,2,0,1,0,1,3,0,0,5,1,17,0,1,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,1,2,
227,365369,Russia,Ukraine,,16.10.19,0,0,369,365,0,0,0,0,0,0,0,0,0,0,17,18,2,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,2,1,
228,365369,Russia,Ukraine,Gas Holdings Hack,01.11.19,3,1,365,369,2,1,1,0,1,3,0,0,5,1,17,0,1,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,1,2,
228,365369,Russia,Ukraine,,02.11.19,0,0,369,365,0,0,0,0,0,0,0,0,0,0,17,18,2,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,2,1,
229,365369,Russia,Ukraine,Ukraine pre-independence day attack,19.08.20,3,2,365,369,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
229,365369,Russia,Ukraine,,20.08.20,0,0,369,365,0,0,0,0,0,0,0,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,0,3,
230,365372,Russia,Georgia,Georgia GeoPol Attack,01.01.07,3,2,365,372,3,0,1,0,2,4,0,6,5,2,17,18,2,4.4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,
230,365372,Russia,Georgia,No Cyber,15.07.16,0,0,372,365,0,0,0,0,0,0,0,6,5,2,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,
231,365372,Russia,Georgia,Duke Series_C,08.04.08,3,2,365,372,3,0,1,0,2,3,0,6,5,2,0,18,1,0,0,2,1,16.4,0,0,1,3,2.8,0.1,3,15.2,0,18.3,2,4,6,
231,365372,Russia,Georgia,No Cyber,06.03.07,0,0,372,365,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
232,365372,Russia,Georgia,Before the gunfire,04.08.08,2,2,365,372,1,0,1,0,1,2,0,6,5,2,0,18,1,0,0,2,1,16.4,0,0,1,3,2.8,0.1,3,15.2,0,18.3,2,4,6,
232,365372,Russia,Georgia,Osinform,02.08.09,2,2,372,365,1,0,0,0,1,2,0,6,5,2,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,
233,365372,Russia,Georgia,Osinform,04.08.08,2,2,372,365,1,0,0,0,1,2,0,6,5,2,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,
233,365372,Russia,Georgia,VoiP/Telecom DDoS,04.08.08,2,1,365,372,4,0,1,0,1,2,0,6,5,2,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,
234,365372,Russia,Georgia,VoiP/Telecom DDoS,04.08.08,2,1,365,372,4,0,1,0,1,2,0,6,5,2,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,
234,365372,Russia,Georgia,Osinform,04.08.08,2,2,372,365,1,0,0,0,1,2,0,6,5,2,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,
235,365372,Russia,Georgia,Russo-Georgia Cyber Actions,05.08.08,1,2,365,372,1,1,1,0,1,2,0,6,0,1,17,0,1,0,0,0,0,0,0,0,0,3,2.8,0.1,3,0,0,0,0,1,4,
235,365372,Russia,Georgia,No Cyber,07.03.11,0,0,372,365,0,0,0,0,0,0,0,6,5,2,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,
236,365372,Russia,Georgia,Georbot,01.03.11,2,2,365,372,2,1,1,0,2,3,0,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,1,1,
236,365372,Russia,Georgia,,02.03.11,0,0,372,365,0,0,0,0,0,0,0,6,0,1,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
237,365372,Russia,Georgia,Georgia MOD Attack,01.09.14,3,3,365,372,2,1,1,0,2,3,0,0,0,0,17,18,2,0,0,0,0,0,0,0,0,0,2.8,0.1,2,0,0,0,0,2,2,
237,365372,Russia,Georgia,No Cyber,01.05.11,0,0,372,365,0,0,0,0,0,0,0,6,0,1,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
238,365372,Russia,Georgia,October Disruptions,28.10.19,2,3,365,372,1,1,1,0,4,4,0,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
238,365372,Russia,Georgia,,29.10.19,0,0,372,365,0,0,0,0,0,0,0,0,0,0,17,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,
239,365640,Russia,Turkey,Russian DDoS Banks,25.11.15,2,1,365,640,1,0,1,0,1,2,0,6,5,2,0,18,1,0,0,2,1,0,0,0,0,3,2.8,0.1,3,0,0,0,0,1,6,
239,365640,Russia,Turkey,Turkish retaliation banks,01.07.11,2,1,640,365,1,0,1,0,1,2,0,6,5,2,17,18,2,0,0,2,1,16.4,0,0,1,0,0,0.1,1,0,0,0,0,3,4,
240,365640,Russia,Turkey,Russian DDoS TUR Govt,25.11.15,2,2,365,640,1,0,1,0,1,2,1,6,5,2,0,18,1,0,0,2,1,0,0,0,0,3,2.8,0.1,3,0,0,0,0,1,6,
240,365640,Russia,Turkey,Turkish retaliation FSB,01.02.12,3,3,640,365,2,1,1,0,2,3,1,6,5,2,17,18,2,0,0,2,1,16.4,0,0,1,0,0,0.1,1,0,0,0,0,3,4,
241,365640,Russia,Turkey,Turkish retaliation FSB,01.01.16,3,3,640,365,2,1,1,0,2,3,1,6,5,2,17,18,2,0,0,2,1,16.4,0,0,1,0,0,0.1,1,0,0,0,0,3,4,
241,365640,Russia,Turkey,No Cyber,20.03.13,0,0,365,640,0,0,0,0,0,2,0,6,5,2,0,18,1,0,0,2,1,0,0,0,0,3,2.8,0.1,3,0,0,0,0,1,6,
242,365640,Russia,Turkey,Turkish retaliation banks,01.01.16,2,1,640,365,1,0,1,0,1,2,0,6,5,2,17,18,2,0,0,2,1,16.4,0,0,1,0,0,0.1,1,0,0,0,0,3,4,
242,365640,Russia,Turkey,No Cyber,02.05.13,0,0,365,640,0,0,0,0,0,2,0,6,5,2,0,18,1,0,0,2,1,0,0,0,0,3,2.8,0.1,3,0,0,0,0,1,6,
243,365732,Russia,S Korea,Olympic Destroyer,01.12.17,2,1,365,732,1,1,1,0,1,2,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
243,365732,Russia,S Korea,,02.12.17,0,0,732,365,0,0,0,0,0,0,0,6,0,1,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
244,630640,Iran,Turkey,Rocket Kitten_A,05.05.14,3,1,630,640,3,0,1,0,2,3,0,0,0,0,17,18,2,0,0,0,0,16.4,0,17.4,2,0,2.8,0,1,0,0,0,0,4,1,
244,630640,Iran,Turkey,No Cyber,21.10.13,0,0,640,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
245,630640,Iran,Turkey,OilRig C,01.12.15,3,2,630,640,3,0,1,0,2,3,0,6,0,1,17,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4,0,1,3,1,
245,630640,Iran,Turkey,No Cyber,07.07.14,0,0,640,630,0,0,0,0,0,0,0,6,0,1,17,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,
246,630640,Iran,Turkey,Iran-Turkey Shipping and Telcom,01.01.17,3,1,630,640,2,0,1,0,1,4,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
246,630640,Iran,Turkey,,02.01.17,0,0,640,630,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
247,630640,Iran,Turkey,Iranian Attacks against Universities 2018 Turkey,01.08.18,4,1,630,640,2,0,1,0,4,3,0,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
247,630640,Iran,Turkey,,02.08.18,0,0,640,630,0,0,0,0,0,0,0,0,0,0,17,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,
248,630640,Iran,Turkey,Iran-Turkey Shipping and Telcom II,01.11.18,3,2,630,640,2,0,1,0,2,4,0,0,0,0,17,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,
248,630640,Iran,Turkey,,02.11.18,0,0,640,630,0,0,0,0,0,0,0,0,0,0,17,18,2,0,0,0,0,16.4,0,0,1,0,0,0,0,0,0,0,0,3,0,
249,630640,Iran,Turkey,Loggerhead DNS Attack-Greece,01.12.18,4,3,630,640,3,0,1,0,2,4,0,0,0,0,17,18,2,0,0,0,0,16.4,0,0,1,0,0,0,0,0,0,0,0,3,0,
249,630640,Iran,Turkey,,02.12.18,0,0,640,630,0,0,0,0,0,0,0,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
250,630640,Iran,Turkey,MuddyWater POWERSTATS,01.04.19,3,3,630,640,2,0,1,0,2,2,0,6,0,1,17,18,2,0,0,2,1,0,0,0,0,0,0,0.1,1,0,0,0,0,2,3,
250,630640,Iran,Turkey,,02.04.19,0,0,640,630,0,0,0,0,0,0,0,6,0,1,17,0,1,0,0,2,1,0,0,0,0,3,0,0.1,2,0,0,0,0,1,4,
251,630666,Iran,Israel,Electronic jihad,01.09.00,2,2,630,666,1,1,1,0,1,2,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
251,630666,Iran,Israel,No Cyber,03.10.15,0,0,666,630,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
252,630666,Iran,Israel,Cyber jihad,01.08.01,2,2,630,666,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
252,630666,Iran,Israel,No Cyber,01.05.16,0,0,666,630,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
253,630666,Iran,Israel,Anti-semitic response,07.02.06,1,2,666,630,1,1,1,0,1,2,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,0,2,
253,630666,Iran,Israel,No Cyber,07.01.04,0,0,630,666,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,0,2,
254,630666,Iran,Israel,Lebanese action propaganda,27.10.06,2,2,630,666,1,1,0,0,1,2,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
254,630666,Iran,Israel,No Cyber,09.01.04,0,0,666,630,0,0,0,0,0,0,0,6,5,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0.1,2,0,0,0,0,0,4,
255,630666,Iran,Israel,Stuxnet .5_B,01.11.07,4,3,666,630,3,0,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
255,630666,Iran,Israel,No Cyber,20.03.05,0,0,630,666,0,0,0,0,0,0,0,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
256,630666,Iran,Israel,Cast Lead Retaliation,27.12.08,2,2,630,666,1,0,0,0,1,2,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,1,0,0,0,0,0,2,
256,630666,Iran,Israel,No Cyber,02.03.10,0,0,666,630,0,0,0,0,0,0,0,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,0,3,
257,630666,Iran,Israel,Stuxnet_B,01.06.09,4,3,666,666,4,0,1,1,2,6,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0.1,2,0,0,0,0,0,3,
257,630666,Iran,Israel,No Cyber,04.03.10,0,0,630,666,0,0,0,0,0,0,0,6,5,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0.1,2,0,0,0,0,0,4,
258,630666,Iran,Israel,Flame_B,01.06.09,4,3,666,630,3,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.1,2,0,0,0,0,0,2,
258,630666,Iran,Israel,No Cyber,22.10.01,0,0,630,666,0,0,0,0,0,0,0,6,5,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0.1,2,0,0,0,0,0,4,
259,630666,Iran,Israel,Nuclear Facilities Virus,07.07.09,4,3,666,630,3,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.1,2,0,0,0,0,0,2,
259,630666,Iran,Israel,No Cyber,01.03.03,0,0,630,666,0,0,0,0,0,0,0,6,5,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0.1,2,0,0,0,0,0,4,
260,630666,Iran,Israel,Duqu_B,11.09.11,3,3,666,630,3,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,0,1,
260,630666,Iran,Israel,No Cyber,12.07.03,0,0,630,666,0,0,0,0,0,0,0,6,5,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,3,
261,630666,Iran,Israel,Israel Infrastructure Hack,02.03.13,4,2,630,666,4,0,0,0,2,5,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
261,630666,Iran,Israel,No Cyber,15.11.08,0,0,666,630,0,0,0,0,0,0,0,6,5,2,17,0,1,0,0,0,0,0,0,0,0,3,0,0.1,2,0,0,0,0,1,4,
262,630666,Iran,Israel,Rocket Kitten_B,05.05.14,3,1,630,666,3,0,1,0,2,3,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,0,2,
262,630666,Iran,Israel,Duqu 2.0,17.11.08,3,2,666,630,3,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,0,1,
263,630666,Iran,Israel,Duqu 2.0,01.06.14,3,2,666,630,3,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,0,1,
263,630666,Iran,Israel,Iranian multiple espionage,24.12.08,3,2,630,666,2,0,0,0,2,1,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
264,630666,Iran,Israel,Iranian multiple espionage,01.07.14,3,2,630,666,2,0,0,0,2,1,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
264,630666,Iran,Israel,No Cyber,03.09.10,0,0,666,630,0,0,0,0,0,0,0,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,0,3,
265,630666,Iran,Israel,Prince of Persia_B,04.05.15,3,1,630,666,3,0,1,0,2,3,0,0,5,1,17,18,2,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,2,2,
265,630666,Iran,Israel,No Cyber,05.09.10,0,0,666,630,0,0,0,0,0,0,0,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,0,3,
266,630666,Iran,Israel,Iran/Hezbollah/Hamas,05.05.15,3,3,630,666,2,0,1,0,2,3,0,0,5,1,17,18,2,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,2,2,
266,630666,Iran,Israel,No Cyber,03.12.10,0,0,666,630,0,0,0,0,0,0,0,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,0,3,
267,630666,Iran,Israel,OilRig D,01.12.15,3,1,630,666,3,0,1,0,2,3,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
267,630666,Iran,Israel,No Cyber,17.03.13,0,0,666,630,0,0,0,0,0,0,0,6,5,2,0,18,1,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,1,3,
268,630666,Iran,Israel,OilRig E,01.12.15,3,2,630,666,3,0,1,0,2,3,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
268,630666,Iran,Israel,No Cyber,15.12.13,0,0,666,630,0,0,0,0,0,0,0,6,5,2,0,18,1,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,1,3,
269,630666,Iran,Israel,Electric Powder,01.04.16,3,1,630,666,4,1,1,0,2,2,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
269,630666,Iran,Israel,,02.04.16,0,0,666,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
270,630666,Iran,Israel,Iran-Israel Shipping and Telcom,01.01.17,3,1,630,666,2,0,1,0,1,4,0,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,
270,630666,Iran,Israel,,02.01.17,0,0,666,630,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
271,630666,Iran,Israel,Failed Missle system hack,01.02.17,3,3,630,666,4,0,0,0,4,0,0,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,
271,630666,Iran,Israel,,02.02.17,0,0,666,630,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
272,630666,Iran,Israel,Operation Wilted Tulip-Israel,01.03.17,3,2,630,666,2,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
272,630666,Iran,Israel,,02.03.17,0,0,666,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
273,630666,Iran,Israel,Iraian Word Processing Attack,19.04.17,3,1,630,666,3,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
273,630666,Iran,Israel,,20.04.17,0,0,666,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
274,630666,Iran,Israel,PuppyRat,27.07.17,3,1,630,666,3,0,0,0,1,3,0,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
274,630666,Iran,Israel,,28.07.17,0,0,666,630,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0.1,2,0,0,0,0,0,3,
275,630666,Iran,Israel,Iranian Attacks against Universities 2018 Israel,01.08.18,4,1,630,666,2,0,1,0,4,3,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
275,630666,Iran,Israel,,02.08.18,0,0,666,630,0,0,0,0,0,0,0,0,5,1,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
276,630666,Iran,Israel,Holy Water Attack,24.04.20,4,1,630,666,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
276,630666,Iran,Israel,Shahid Rajaee port hack,09.05.20,4,2,666,630,1,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,
